date,state,district,pincode,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,age_0_5,age_5_17,age_18_greater,total_5_17
2025-06-11,Maharashtra,Mumbai Suburban,400029,2,0,1,5,0,1,0,3
2025-06-11,Maharashtra,Mumbai Suburban,400054,7,1,3,22,3,1,0,10
2025-06-11,Maharashtra,Mumbai Suburban,400056,3,3,0,19,2,0,0,3
2025-06-11,Maharashtra,Mumbai Suburban,400081,2,7,3,14,1,0,0,5
2025-06-11,Maharashtra,Mumbai Suburban,400091,7,2,0,10,2,0,0,7
2025-06-11,Maharashtra,Mumbai Suburban,400095,38,37,3,43,3,0,1,41
2025-07-11,Maharashtra,Mumbai Suburban,400042,10,5,2,11,1,0,0,12
2025-07-11,Maharashtra,Mumbai Suburban,400057,9,4,0,13,1,0,0,9
2025-07-11,Maharashtra,Mumbai Suburban,400058,11,10,1,24,1,0,0,12
2025-07-11,Maharashtra,Mumbai Suburban,400060,13,5,3,21,1,0,0,16
2025-07-11,Maharashtra,Mumbai Suburban,400068,23,23,1,37,4,0,0,24
2025-07-11,Maharashtra,Mumbai Suburban,400071,10,11,0,20,3,2,0,10
2025-07-11,Maharashtra,Mumbai Suburban,400074,25,26,2,28,8,0,0,27
2025-07-11,Maharashtra,Mumbai Suburban,400075,5,5,0,24,1,0,0,5
2025-07-11,Maharashtra,Mumbai Suburban,400083,14,22,0,18,0,1,0,14
2025-09-11,Maharashtra,Mumbai Suburban,400053,1,0,0,4,2,0,0,1
2025-09-11,Maharashtra,Mumbai Suburban,400069,1,0,0,6,1,0,0,1
2025-09-11,Maharashtra,Mumbai Suburban,400084,4,1,0,8,1,0,0,4
2025-09-11,Maharashtra,Mumbai Suburban,400095,0,1,2,18,5,2,0,2
2025-10-11,Maharashtra,Mumbai Suburban,400029,2,2,0,4,1,0,0,2
2025-10-11,Maharashtra,Mumbai Suburban,400051,24,26,2,20,4,1,1,26
2025-10-11,Maharashtra,Mumbai Suburban,400055,11,14,2,11,3,0,0,13
2025-10-11,Maharashtra,Mumbai Suburban,400060,8,7,1,18,2,2,0,9
2025-10-11,Maharashtra,Mumbai Suburban,400068,13,16,3,34,5,0,0,16
2025-10-11,Maharashtra,Mumbai Suburban,400071,14,26,1,28,3,0,3,15
2025-10-11,Maharashtra,Mumbai Suburban,400080,18,13,1,23,5,1,1,19
2025-10-11,Maharashtra,Mumbai Suburban,400092,2,9,1,24,0,1,2,3
2025-10-11,Maharashtra,Mumbai Suburban,400093,15,15,3,14,6,0,0,18
2025-10-11,Maharashtra,Mumbai Suburban,400095,41,19,2,48,6,1,0,43
2025-10-11,Maharashtra,Mumbai Suburban,400101,39,16,2,37,5,2,0,41
2025-11-11,Maharashtra,Mumbai Suburban,400024,0,3,3,5,2,1,0,3
2025-11-11,Maharashtra,Mumbai Suburban,400042,10,6,0,8,1,0,0,10
2025-11-11,Maharashtra,Mumbai Suburban,400043,54,61,17,69,7,3,0,71
2025-11-11,Maharashtra,Mumbai Suburban,400051,98,26,1,20,5,0,0,99
2025-11-11,Maharashtra,Mumbai Suburban,400053,4,4,3,15,2,0,0,7
2025-11-11,Maharashtra,Mumbai Suburban,400071,10,11,2,25,2,0,0,12
2025-11-11,Maharashtra,Mumbai Suburban,400074,7,14,2,24,2,1,0,9
2025-11-11,Maharashtra,Mumbai Suburban,400078,19,24,2,53,3,0,0,21
2025-08-11,Maharashtra,Mumbai Suburban,400064,11,6,2,25,3,2,0,13
2025-08-11,Maharashtra,Mumbai Suburban,400072,38,24,15,48,4,1,0,53
2025-12-11,Maharashtra,Mumbai Suburban,400042,5,5,2,12,1,0,0,7
2025-12-11,Maharashtra,Mumbai Suburban,400050,11,8,3,13,0,1,0,14
2025-12-11,Maharashtra,Mumbai Suburban,400051,143,22,5,21,1,3,0,148
2025-12-11,Maharashtra,Mumbai Suburban,400080,15,11,4,34,3,2,0,19
2025-12-11,Maharashtra,Mumbai Suburban,400083,8,18,1,10,1,0,0,9
2025-12-11,Maharashtra,Mumbai Suburban,400089,5,6,0,12,3,0,0,5
2025-12-11,Maharashtra,Mumbai Suburban,400092,6,19,0,34,1,0,0,6
2025-12-11,Maharashtra,Mumbai Suburban,400095,11,22,4,32,3,2,0,15
2025-01-09,Maharashtra,Mumbai Suburban,400024,4,3,0,10,1,0,0,4
2025-01-09,Maharashtra,Mumbai Suburban,400050,5,6,0,9,0,1,0,5
2025-01-09,Maharashtra,Mumbai Suburban,400053,2,7,1,9,4,0,0,3
2025-01-09,Maharashtra,Mumbai Suburban,400057,7,1,0,8,0,1,0,7
2025-01-09,Maharashtra,Mumbai Suburban,400070,34,26,4,35,4,3,0,38
2025-01-09,Maharashtra,Mumbai Suburban,400076,1,0,0,5,0,0,2,1
2025-01-09,Maharashtra,Mumbai Suburban,400088,10,14,6,17,1,0,0,16
2025-01-09,Maharashtra,Mumbai Suburban,400093,13,10,1,8,1,0,0,14
2025-01-09,Maharashtra,Mumbai Suburban,400102,13,13,2,34,5,0,0,15
2025-01-09,Maharashtra,Mumbai Suburban,400103,3,0,0,12,1,0,0,3
2025-02-09,Maharashtra,Mumbai Suburban,400055,5,4,1,13,0,1,1,6
2025-02-09,Maharashtra,Mumbai Suburban,400057,3,2,0,9,0,1,0,3
2025-02-09,Maharashtra,Mumbai Suburban,400064,7,3,1,19,1,0,0,8
2025-02-09,Maharashtra,Mumbai Suburban,400067,25,25,3,38,4,0,0,28
2025-02-09,Maharashtra,Mumbai Suburban,400069,3,4,0,16,1,0,0,3
2025-02-09,Maharashtra,Mumbai Suburban,400070,30,17,7,41,3,3,0,37
2025-02-09,Maharashtra,Mumbai Suburban,400071,5,7,1,28,1,0,0,6
2025-02-09,Maharashtra,Mumbai Suburban,400072,19,6,4,42,6,1,0,23
2025-02-09,Maharashtra,Mumbai Suburban,400089,3,1,0,8,2,1,0,3
2025-02-09,Maharashtra,Mumbai Suburban,400093,6,10,1,14,3,0,0,7
2025-02-09,Maharashtra,Mumbai Suburban,400101,1,4,3,23,0,3,0,4
2025-02-09,Maharashtra,Mumbai Suburban,400104,13,5,1,13,1,1,0,14
2025-05-09,Maharashtra,Mumbai Suburban,400043,23,20,6,38,3,0,0,29
2025-05-09,Maharashtra,Mumbai Suburban,400052,1,0,0,6,0,1,0,1
2025-05-09,Maharashtra,Mumbai Suburban,400072,11,7,4,27,3,2,0,15
2025-05-09,Maharashtra,Mumbai Suburban,400075,0,3,1,11,1,0,0,1
2025-05-09,Maharashtra,Mumbai Suburban,400076,4,2,0,4,1,0,0,4
2025-05-09,Maharashtra,Mumbai Suburban,400104,3,16,4,23,1,0,0,7
2025-06-09,Maharashtra,Mumbai Suburban,400088,9,1,6,15,2,0,0,15
2025-06-09,Maharashtra,Mumbai Suburban,400091,2,1,0,5,1,0,0,2
2025-06-09,Maharashtra,Mumbai Suburban,400092,2,3,4,23,1,0,0,6
2025-06-09,Maharashtra,Mumbai Suburban,400042,2,2,1,9,1,0,0,3
2025-06-09,Maharashtra,Mumbai Suburban,400064,8,1,2,29,1,0,0,10
2025-12-09,Maharashtra,Mumbai Suburban,400024,3,5,1,8,1,0,0,4
2025-12-09,Maharashtra,Mumbai Suburban,400050,12,17,1,13,3,1,0,13
2025-12-09,Maharashtra,Mumbai Suburban,400053,2,3,1,19,1,0,0,3
2025-12-09,Maharashtra,Mumbai Suburban,400054,5,5,3,20,1,0,0,8
2025-12-09,Maharashtra,Mumbai Suburban,400061,1,5,3,13,1,1,0,4
2025-12-09,Maharashtra,Mumbai Suburban,400063,12,11,2,14,3,4,0,14
2025-12-09,Maharashtra,Mumbai Suburban,400074,4,9,6,16,2,2,1,10
2025-12-09,Maharashtra,Mumbai Suburban,400077,12,6,0,14,2,0,0,12
2025-12-09,Maharashtra,Mumbai Suburban,400093,20,11,5,13,3,2,0,25
2025-12-09,Maharashtra,Mumbai Suburban,400102,9,5,2,29,0,3,2,11
2025-05-09,Maharashtra,Mumbai Suburban,400056,0,5,0,5,1,0,0,0
2025-06-09,Maharashtra,Mumbai Suburban,400094,0,2,1,1,0,1,0,1
2025-01-07,Maharashtra,Mumbai Suburban,400043,43,62,464,2034,854,758,25,507
2026-01-01,Maharashtra,Mumbai Suburban,400052,7,8,1,5,3,3,1,8
2026-01-01,Maharashtra,Mumbai Suburban,400063,14,8,1,9,3,0,1,15
2026-01-01,Maharashtra,Mumbai Suburban,400065,23,7,0,8,6,1,1,23
2026-01-01,Maharashtra,Mumbai Suburban,400067,45,22,5,32,7,6,0,50
2026-01-01,Maharashtra,Mumbai Suburban,400071,49,13,1,16,9,3,1,50
2026-01-01,Maharashtra,Mumbai Suburban,400079,18,3,2,4,3,2,0,20
2026-01-01,Maharashtra,Mumbai Suburban,400087,11,3,0,2,3,0,0,11
2026-01-01,Maharashtra,Mumbai Suburban,400092,26,11,2,8,9,1,0,28
2026-01-01,Maharashtra,Mumbai Suburban,400095,38,35,2,31,7,3,1,40
2026-03-01,Maharashtra,Mumbai Suburban,400051,10,3,1,2,1,0,0,11
2026-03-01,Maharashtra,Mumbai Suburban,400070,4,5,0,4,1,0,0,4
2026-03-01,Maharashtra,Mumbai Suburban,400074,5,0,0,5,0,1,0,5
2026-03-01,Maharashtra,Mumbai Suburban,400086,8,0,1,0,0,1,0,9
2026-03-01,Maharashtra,Mumbai Suburban,400095,4,5,1,5,0,2,0,5
2026-03-01,Maharashtra,Mumbai Suburban,400104,2,1,2,9,0,1,0,4
2026-02-01,Maharashtra,Mumbai Suburban,400057,6,1,2,14,1,0,0,8
2026-02-01,Maharashtra,Mumbai Suburban,400071,21,9,6,36,4,0,0,27
2026-02-01,Maharashtra,Mumbai Suburban,400078,29,16,11,45,4,4,0,40
2026-02-01,Maharashtra,Mumbai Suburban,400088,14,17,9,32,1,2,0,23
2025-01-05,Maharashtra,Mumbai Suburban,400043,900,731,297,1722,183,117,24,1197
2025-05-11,Maharashtra,Mumbai Suburban,400057,1,6,1,6,2,0,0,2
2025-05-11,Maharashtra,Mumbai Suburban,400082,0,1,0,1,1,0,0,0
2025-05-11,Maharashtra,Mumbai Suburban,400103,0,11,0,11,1,0,0,0
2025-02-11,Maharashtra,Mumbai Suburban,400050,0,1,0,1,0,1,0,0
2025-02-11,Maharashtra,Mumbai Suburban,400089,0,6,0,6,2,3,0,0
2025-02-11,Maharashtra,Mumbai Suburban,400092,0,17,0,17,2,1,0,0
2025-09-11,Maharashtra,Mumbai Suburban,400050,0,2,0,2,2,0,0,0
2025-09-11,Maharashtra,Mumbai Suburban,400078,1,17,1,17,4,0,0,2
2025-07-09,Maharashtra,Mumbai Suburban,400089,0,7,0,5,3,0,0,0
2025-06-09,Maharashtra,Mumbai Suburban,400056,0,5,0,5,1,0,0,0
2025-11-11,Maharashtra,Mumbai Suburban,400052,2,2,0,10,0,0,2,2
2025-11-11,Maharashtra,Mumbai Suburban,400060,26,16,1,27,0,1,1,27
2025-11-11,Maharashtra,Mumbai Suburban,400063,7,4,2,25,0,1,0,9
2025-11-11,Maharashtra,Mumbai Suburban,400064,9,9,3,33,1,0,0,12
2025-11-11,Maharashtra,Mumbai Suburban,400066,12,8,3,32,1,1,0,15
2025-11-11,Maharashtra,Mumbai Suburban,400083,11,19,1,18,4,0,0,12
2025-11-11,Maharashtra,Mumbai Suburban,400093,15,13,2,19,1,1,0,17
2025-08-11,Maharashtra,Mumbai Suburban,400050,8,5,1,10,2,0,0,9
2025-08-11,Maharashtra,Mumbai Suburban,400055,21,8,1,19,2,0,0,22
2025-08-11,Maharashtra,Mumbai Suburban,400056,5,0,0,6,0,2,0,5
2025-08-11,Maharashtra,Mumbai Suburban,400059,46,8,6,23,3,1,0,52
2025-08-11,Maharashtra,Mumbai Suburban,400061,6,2,0,3,1,0,0,6
2025-08-11,Maharashtra,Mumbai Suburban,400066,61,9,4,15,4,0,0,65
2025-08-11,Maharashtra,Mumbai Suburban,400074,13,7,2,24,5,2,0,15
2025-08-11,Maharashtra,Mumbai Suburban,400088,16,15,4,25,2,0,1,20
2025-08-11,Maharashtra,Mumbai Suburban,400095,39,16,3,44,2,5,0,42
2025-08-11,Maharashtra,Mumbai Suburban,400102,17,10,8,34,2,1,0,25
2025-07-11,Maharashtra,Mumbai Suburban,400059,54,3,1,29,1,0,0,55
2025-07-11,Maharashtra,Mumbai Suburban,400066,102,11,1,46,1,2,0,103
2025-07-11,Maharashtra,Mumbai Suburban,400070,32,22,6,33,7,3,1,38
2025-07-11,Maharashtra,Mumbai Suburban,400093,8,10,0,25,4,0,0,8
2025-07-11,Maharashtra,Mumbai Suburban,400101,73,15,2,36,4,1,1,75
2025-10-11,Maharashtra,Mumbai Suburban,400024,11,6,2,8,1,0,0,13
2025-10-11,Maharashtra,Mumbai Suburban,400049,1,0,0,7,0,2,0,1
2025-10-11,Maharashtra,Mumbai Suburban,400054,5,3,1,11,2,1,0,6
2025-10-11,Maharashtra,Mumbai Suburban,400059,36,4,1,20,4,0,0,37
2025-10-11,Maharashtra,Mumbai Suburban,400065,12,5,0,20,4,1,0,12
2025-10-11,Maharashtra,Mumbai Suburban,400067,39,36,7,59,4,2,0,46
2025-10-11,Maharashtra,Mumbai Suburban,400070,60,32,3,37,6,1,0,63
2025-10-11,Maharashtra,Mumbai Suburban,400072,41,29,4,38,11,4,3,45
2025-10-11,Maharashtra,Mumbai Suburban,400078,50,22,3,38,3,1,0,53
2025-10-11,Maharashtra,Mumbai Suburban,400081,9,2,1,10,2,0,0,10
2025-10-11,Maharashtra,Mumbai Suburban,400089,8,9,2,16,2,0,0,10
2025-09-11,Maharashtra,Mumbai Suburban,400054,0,1,2,3,1,0,0,2
2025-09-11,Maharashtra,Mumbai Suburban,400065,1,0,1,13,2,0,0,2
2025-09-11,Maharashtra,Mumbai Suburban,400067,1,0,0,24,4,0,0,1
2025-09-11,Maharashtra,Mumbai Suburban,400071,1,0,0,10,4,0,0,1
2025-09-11,Maharashtra,Mumbai Suburban,400076,2,1,2,5,0,1,0,4
2025-09-11,Maharashtra,Mumbai Suburban,400077,6,1,0,8,2,0,0,6
2025-09-11,Maharashtra,Mumbai Suburban,400079,5,4,0,5,2,0,0,5
2025-09-11,Maharashtra,Mumbai Suburban,400101,6,8,0,25,4,0,0,6
2025-03-11,Maharashtra,Mumbai Suburban,400058,11,8,3,27,1,0,0,14
2025-03-11,Maharashtra,Mumbai Suburban,400060,8,6,1,15,1,0,0,9
2025-03-11,Maharashtra,Mumbai Suburban,400070,40,27,7,46,6,1,0,47
2025-03-11,Maharashtra,Mumbai Suburban,400080,12,17,6,32,1,1,0,18
2025-03-11,Maharashtra,Mumbai Suburban,400088,17,11,8,27,1,1,0,25
2025-03-11,Maharashtra,Mumbai Suburban,400097,13,20,6,52,1,3,0,19
2025-03-11,Maharashtra,Mumbai Suburban,400099,5,7,0,12,1,0,0,5
2025-06-11,Maharashtra,Mumbai Suburban,400051,31,25,3,36,3,0,0,34
2025-06-11,Maharashtra,Mumbai Suburban,400058,12,5,2,28,0,2,0,14
2025-06-11,Maharashtra,Mumbai Suburban,400068,35,29,8,27,4,0,1,43
2025-06-11,Maharashtra,Mumbai Suburban,400071,12,20,3,36,2,3,0,15
2025-06-11,Maharashtra,Mumbai Suburban,400080,9,16,2,28,3,0,0,11
2025-06-11,Maharashtra,Mumbai Suburban,400086,8,14,2,25,2,2,0,10
2025-05-11,Maharashtra,Mumbai Suburban,400065,1,3,1,11,0,1,0,2
2025-05-11,Maharashtra,Mumbai Suburban,400097,13,10,4,49,6,2,0,17
2025-05-11,Maharashtra,Mumbai Suburban,400102,4,2,1,22,2,0,0,5
2025-02-11,Maharashtra,Mumbai Suburban,400043,6,1,4,20,18,7,0,10
2025-02-11,Maharashtra,Mumbai Suburban,400052,1,0,1,2,1,0,0,2
2025-02-11,Maharashtra,Mumbai Suburban,400076,2,2,1,9,1,0,0,3
2025-02-11,Maharashtra,Mumbai Suburban,400080,0,2,3,6,4,0,0,3
2025-01-11,Maharashtra,Mumbai Suburban,400029,5,2,1,2,1,0,0,6
2025-01-11,Maharashtra,Mumbai Suburban,400065,22,4,3,22,1,0,0,25
2025-01-11,Maharashtra,Mumbai Suburban,400067,29,38,4,58,2,0,0,33
2025-01-11,Maharashtra,Mumbai Suburban,400068,25,24,3,43,2,1,1,28
2025-01-11,Maharashtra,Mumbai Suburban,400072,55,20,6,51,0,1,0,61
2025-01-11,Maharashtra,Mumbai Suburban,400081,10,4,1,18,1,0,0,11
2025-01-11,Maharashtra,Mumbai Suburban,400104,26,17,2,39,2,0,0,28
2025-12-11,Maharashtra,Mumbai Suburban,400057,1,2,0,7,1,0,0,1
2025-12-11,Maharashtra,Mumbai Suburban,400058,9,7,2,36,1,1,0,11
2025-12-11,Maharashtra,Mumbai Suburban,400087,0,2,0,4,1,0,0,0
2025-12-11,Maharashtra,Mumbai Suburban,400101,60,22,7,45,3,1,0,67
2025-01-07,Maharashtra,Mumbai Suburban,400070,14,29,210,1118,331,260,14,224
2025-11-09,Maharashtra,Mumbai Suburban,400051,39,33,3,17,4,0,0,42
2025-11-09,Maharashtra,Mumbai Suburban,400055,20,14,1,14,2,1,0,21
2025-11-09,Maharashtra,Mumbai Suburban,400075,13,1,2,15,0,2,0,15
2025-11-09,Maharashtra,Mumbai Suburban,400077,4,3,1,12,1,1,0,5
2025-11-09,Maharashtra,Mumbai Suburban,400104,23,11,4,29,5,2,0,27
2025-12-09,Maharashtra,Mumbai Suburban,400043,68,40,12,56,11,3,0,80
2025-12-09,Maharashtra,Mumbai Suburban,400051,20,20,1,24,2,0,0,21
2025-12-09,Maharashtra,Mumbai Suburban,400066,12,18,4,24,6,1,0,16
2025-12-09,Maharashtra,Mumbai Suburban,400067,143,36,8,66,4,3,0,151
2025-12-09,Maharashtra,Mumbai Suburban,400069,12,6,0,13,2,0,0,12
2025-12-09,Maharashtra,Mumbai Suburban,400070,39,22,5,42,3,4,0,44
2025-12-09,Maharashtra,Mumbai Suburban,400072,39,13,2,37,8,2,0,41
2025-12-09,Maharashtra,Mumbai Suburban,400080,15,11,2,26,3,2,0,17
2025-12-09,Maharashtra,Mumbai Suburban,400081,4,4,2,5,1,0,0,6
2025-12-09,Maharashtra,Mumbai Suburban,400095,12,21,2,23,4,1,0,14
2025-12-09,Maharashtra,Mumbai Suburban,400101,82,12,2,35,4,4,0,84
2025-01-09,Maharashtra,Mumbai Suburban,400055,12,14,0,12,3,0,0,12
2025-01-09,Maharashtra,Mumbai Suburban,400079,2,1,0,5,1,0,0,2
2025-01-09,Maharashtra,Mumbai Suburban,400083,9,12,1,8,1,1,0,10
2025-01-09,Maharashtra,Mumbai Suburban,400089,5,3,0,12,0,2,0,5
2025-01-09,Maharashtra,Mumbai Suburban,400101,13,10,3,24,0,1,0,16
2025-03-09,Maharashtra,Mumbai Suburban,400043,29,43,10,61,13,9,0,39
2025-03-09,Maharashtra,Mumbai Suburban,400051,18,18,2,8,5,1,0,20
2025-03-09,Maharashtra,Mumbai Suburban,400058,2,9,1,19,7,0,0,3
2025-03-09,Maharashtra,Mumbai Suburban,400066,4,14,0,11,2,0,0,4
2025-03-09,Maharashtra,Mumbai Suburban,400067,15,30,3,32,5,3,0,18
2025-03-09,Maharashtra,Mumbai Suburban,400092,6,6,2,28,1,0,0,8
2025-03-09,Maharashtra,Mumbai Suburban,400093,6,5,0,7,2,0,0,6
2025-02-09,Maharashtra,Mumbai Suburban,400058,4,4,3,33,5,0,0,7
2025-02-09,Maharashtra,Mumbai Suburban,400074,7,4,0,16,1,0,0,7
2025-02-09,Maharashtra,Mumbai Suburban,400080,5,2,3,18,1,0,0,8
2025-10-09,Maharashtra,Mumbai Suburban,400029,6,8,0,3,3,1,0,6
2025-10-09,Maharashtra,Mumbai Suburban,400056,2,1,0,7,1,1,0,2
2025-10-09,Maharashtra,Mumbai Suburban,400061,3,5,0,15,1,1,0,3
2025-10-09,Maharashtra,Mumbai Suburban,400065,9,17,0,15,2,3,0,9
2025-10-09,Maharashtra,Mumbai Suburban,400075,5,8,1,13,2,0,0,6
2025-10-09,Maharashtra,Mumbai Suburban,400084,3,2,2,14,1,1,0,5
2025-10-09,Maharashtra,Mumbai Suburban,400093,21,4,3,11,4,0,0,24
2025-10-09,Maharashtra,Mumbai Suburban,400095,12,22,4,31,5,1,0,16
2025-10-09,Maharashtra,Mumbai Suburban,400099,3,6,1,10,1,2,0,4
2025-10-09,Maharashtra,Mumbai Suburban,400101,21,16,1,37,5,1,0,22
2025-10-09,Maharashtra,Mumbai Suburban,400102,7,11,2,28,3,1,0,9
2025-10-09,Maharashtra,Mumbai Suburban,400104,22,20,3,46,3,1,0,25
2025-07-09,Maharashtra,Mumbai Suburban,400093,1,0,1,10,1,0,0,2
2025-05-09,Maharashtra,Mumbai Suburban,400054,4,0,1,8,0,1,0,5
2025-05-09,Maharashtra,Mumbai Suburban,400066,2,4,0,12,1,0,0,2
2025-05-09,Maharashtra,Mumbai Suburban,400067,11,21,2,47,2,1,0,13
2025-05-09,Maharashtra,Mumbai Suburban,400069,1,2,0,8,1,0,0,1
2025-05-09,Maharashtra,Mumbai Suburban,400086,5,5,2,10,2,1,0,7
2025-05-09,Maharashtra,Mumbai Suburban,400091,2,4,0,2,2,0,0,2
2025-05-09,Maharashtra,Mumbai Suburban,400092,1,7,3,21,3,0,0,4
2025-05-09,Maharashtra,Mumbai Suburban,400097,7,7,3,33,0,1,0,10
2025-04-09,Maharashtra,Mumbai Suburban,400029,1,3,0,5,1,0,0,1
2025-04-09,Maharashtra,Mumbai Suburban,400053,6,3,0,14,1,0,0,6
2025-04-09,Maharashtra,Mumbai Suburban,400058,1,2,0,15,3,2,0,1
2025-04-09,Maharashtra,Mumbai Suburban,400059,4,3,1,14,1,1,0,5
2025-04-09,Maharashtra,Mumbai Suburban,400061,2,6,0,9,0,1,0,2
2025-04-09,Maharashtra,Mumbai Suburban,400099,5,3,1,13,2,3,0,6
2025-06-09,Maharashtra,Mumbai Suburban,400051,10,5,7,19,2,1,0,17
2025-06-09,Maharashtra,Mumbai Suburban,400060,2,2,0,5,1,1,0,2
2025-06-09,Maharashtra,Mumbai Suburban,400069,2,1,1,9,0,1,0,3
2025-06-09,Maharashtra,Mumbai Suburban,400075,3,1,1,8,0,1,0,4
2025-06-09,Maharashtra,Mumbai Suburban,400076,2,1,0,11,1,0,0,2
2025-06-09,Maharashtra,Mumbai Suburban,400079,6,5,3,4,0,1,0,9
2025-06-09,Maharashtra,Mumbai Suburban,400080,2,8,3,21,1,0,0,5
2025-06-09,Maharashtra,Mumbai Suburban,400093,1,2,0,11,1,0,0,1
2025-08-09,Maharashtra,Mumbai Suburban,400058,0,2,1,16,4,0,0,1
2025-08-09,Maharashtra,Mumbai Suburban,400059,7,2,1,10,0,1,0,8
2025-08-09,Maharashtra,Mumbai Suburban,400065,10,6,0,8,2,1,0,10
2025-08-09,Maharashtra,Mumbai Suburban,400067,10,15,1,22,4,0,0,11
2025-08-09,Maharashtra,Mumbai Suburban,400101,3,2,0,19,1,0,0,3
2025-09-09,Maharashtra,Mumbai Suburban,400042,5,3,0,6,2,0,0,5
2025-09-09,Maharashtra,Mumbai Suburban,400051,5,13,1,14,2,0,0,6
2025-09-09,Maharashtra,Mumbai Suburban,400053,3,6,1,28,3,1,0,4
2025-09-09,Maharashtra,Mumbai Suburban,400067,32,56,3,44,9,1,0,35
2025-09-09,Maharashtra,Mumbai Suburban,400075,10,8,2,18,1,0,0,12
2025-09-09,Maharashtra,Mumbai Suburban,400097,21,22,1,36,6,1,0,22
2025-09-09,Maharashtra,Mumbai Suburban,400101,9,22,3,36,6,3,0,12
2025-09-09,Maharashtra,Mumbai Suburban,400102,4,11,2,44,2,0,0,6
2026-03-01,Maharashtra,Mumbai Suburban,400065,2,1,0,1,0,2,0,2
2026-03-01,Maharashtra,Mumbai Suburban,400083,1,0,1,3,0,1,0,2
2026-02-01,Maharashtra,Mumbai Suburban,400042,8,4,2,17,2,0,0,10
2026-02-01,Maharashtra,Mumbai Suburban,400055,22,16,1,22,4,0,0,23
2026-02-01,Maharashtra,Mumbai Suburban,400059,10,8,3,23,4,2,0,13
2026-02-01,Maharashtra,Mumbai Suburban,400061,4,6,2,22,1,0,0,6
2026-02-01,Maharashtra,Mumbai Suburban,400064,13,5,8,26,1,0,0,21
2026-02-01,Maharashtra,Mumbai Suburban,400066,7,6,5,28,2,0,0,12
2026-02-01,Maharashtra,Mumbai Suburban,400067,35,25,2,96,14,1,0,37
2026-02-01,Maharashtra,Mumbai Suburban,400069,6,4,4,19,1,0,0,10
2026-02-01,Maharashtra,Mumbai Suburban,400074,22,4,6,38,5,1,0,28
2026-02-01,Maharashtra,Mumbai Suburban,400075,12,9,2,17,1,0,0,14
2026-02-01,Maharashtra,Mumbai Suburban,400077,6,4,2,15,2,1,0,8
2026-02-01,Maharashtra,Mumbai Suburban,400079,7,4,2,11,5,0,0,9
2026-02-01,Maharashtra,Mumbai Suburban,400083,17,15,1,38,1,1,0,18
2026-02-01,Maharashtra,Mumbai Suburban,400086,26,11,2,23,5,2,0,28
2026-02-01,Maharashtra,Mumbai Suburban,400092,16,12,5,43,3,1,0,21
2026-01-01,Maharashtra,Mumbai Suburban,400049,5,3,0,4,1,1,1,5
2026-01-01,Maharashtra,Mumbai Suburban,400050,16,12,1,10,1,0,1,17
2026-01-01,Maharashtra,Mumbai Suburban,400064,22,8,1,20,6,0,0,23
2026-01-01,Maharashtra,Mumbai Suburban,400070,53,46,5,16,15,2,1,58
2026-01-01,Maharashtra,Mumbai Suburban,400080,34,19,0,16,5,2,0,34
2026-01-01,Maharashtra,Mumbai Suburban,400101,38,30,2,19,4,7,1,40
2026-01-01,Maharashtra,Mumbai Suburban,400102,22,16,0,17,4,2,0,22
2026-01-01,Maharashtra,Mumbai Suburban,400103,16,7,1,9,3,1,0,17
2025-01-04,Maharashtra,Mumbai Suburban,400070,435,454,137,842,135,34,22,572
2025-01-05,Maharashtra,Mumbai Suburban,400070,371,409,157,908,85,40,11,528
2025-09-11,Maharashtra,Mumbai Suburban,400083,2,7,2,7,2,0,0,4
2025-09-11,Maharashtra,Mumbai Suburban,400098,0,1,0,1,2,0,0,0
2025-02-11,Maharashtra,Mumbai Suburban,400024,2,6,2,6,3,0,0,4
2025-02-11,Maharashtra,Mumbai Suburban,400051,1,13,1,13,5,2,0,2
2025-02-11,Maharashtra,Mumbai Suburban,400053,0,10,0,10,2,1,0,0
2025-02-11,Maharashtra,Mumbai Suburban,400057,0,5,0,5,1,0,0,0
2025-02-11,Maharashtra,Mumbai Suburban,400064,4,6,4,6,4,0,0,8
2025-02-11,Maharashtra,Mumbai Suburban,400067,1,20,1,20,8,2,0,2
2025-02-11,Maharashtra,Mumbai Suburban,400074,0,12,0,12,8,2,0,0
2025-02-11,Maharashtra,Mumbai Suburban,400102,1,11,1,11,3,1,0,2
2025-05-11,Maharashtra,Mumbai Suburban,400049,0,8,0,8,1,1,0,0
2025-05-11,Maharashtra,Mumbai Suburban,400050,4,13,4,13,2,0,0,8
2025-07-11,Maharashtra,Mumbai Suburban,400043,46,48,11,66,11,3,0,57
2025-07-11,Maharashtra,Mumbai Suburban,400052,1,4,0,3,3,1,0,1
2025-07-11,Maharashtra,Mumbai Suburban,400069,19,1,1,11,1,0,0,20
2025-07-11,Maharashtra,Mumbai Suburban,400081,6,8,2,8,1,0,0,8
2025-07-11,Maharashtra,Mumbai Suburban,400095,35,25,5,38,6,2,0,40
2025-07-11,Maharashtra,Mumbai Suburban,400097,46,19,6,67,3,0,0,52
2025-07-11,Maharashtra,Mumbai Suburban,400102,11,8,4,29,2,0,0,15
2025-07-11,Maharashtra,Mumbai Suburban,400104,29,31,3,50,2,1,0,32
